pop,county,state
24527.0,Abbeville,South Carolina
170872.0,Aiken,South Carolina
8688.0,Allendale,South Carolina
202558.0,Anderson,South Carolina
14066.0,Bamberg,South Carolina
20866.0,Barnwell,South Carolina
192122.0,Beaufort,South Carolina
227907.0,Berkeley,South Carolina
14553.0,Calhoun,South Carolina
411406.0,Charleston,South Carolina
57300.0,Cherokee,South Carolina
32244.0,Chester,South Carolina
45650.0,Chesterfield,South Carolina
33745.0,Clarendon,South Carolina
37677.0,Colleton,South Carolina
66618.0,Darlington,South Carolina
30479.0,Dillon,South Carolina
162809.0,Dorchester,South Carolina
27260.0,Edgefield,South Carolina
22347.0,Fairfield,South Carolina
138293.0,Florence,South Carolina
62680.0,Georgetown,South Carolina
523542.0,Greenville,South Carolina
70811.0,Greenwood,South Carolina
19222.0,Hampton,South Carolina
354081.0,Horry,South Carolina
30073.0,Jasper,South Carolina
66551.0,Kershaw,South Carolina
98012.0,Lancaster,South Carolina
67493.0,Laurens,South Carolina
16828.0,Lee,South Carolina
298750.0,Lexington,South Carolina
9463.0,McCormick,South Carolina
30657.0,Marion,South Carolina
26118.0,Marlboro,South Carolina
38440.0,Newberry,South Carolina
79546.0,Oconee,South Carolina
86175.0,Orangeburg,South Carolina
126884.0,Pickens,South Carolina
415759.0,Richland,South Carolina
20473.0,Saluda,South Carolina
319785.0,Spartanburg,South Carolina
106721.0,Sumter,South Carolina
27316.0,Union,South Carolina
30368.0,Williamsburg,South Carolina
280979.0,York,South Carolina
2751.0,Aurora,South Dakota
18453.0,Beadle,South Dakota
3365.0,Bennett,South Dakota
6901.0,Bon Homme,South Dakota
35077.0,Brookings,South Dakota
38839.0,Brown,South Dakota
5297.0,Brule,South Dakota
1962.0,Buffalo,South Dakota
10429.0,Butte,South Dakota
1376.0,Campbell,South Dakota
9292.0,Charles Mix,South Dakota
3736.0,Clark,South Dakota
14070.0,Clay,South Dakota
28009.0,Codington,South Dakota
4086.0,Corson,South Dakota
8972.0,Custer,South Dakota
19775.0,Davison,South Dakota
5424.0,Day,South Dakota
4351.0,Deuel,South Dakota
5892.0,Dewey,South Dakota
2921.0,Douglas,South Dakota
3829.0,Edmunds,South Dakota
6713.0,Fall River,South Dakota
2299.0,Faulk,South Dakota
7052.0,Grant,South Dakota
4185.0,Gregory,South Dakota
1899.0,Haakon,South Dakota
6164.0,Hamlin,South Dakota
3191.0,Hand,South Dakota
3453.0,Hanson,South Dakota
1298.0,Harding,South Dakota
17526.0,Hughes,South Dakota
7291.0,Hutchinson,South Dakota
1301.0,Hyde,South Dakota
3344.0,Jackson,South Dakota
2013.0,Jerauld,South Dakota
903.0,Jones,South Dakota
4939.0,Kingsbury,South Dakota
12797.0,Lake,South Dakota
25844.0,Lawrence,South Dakota
61128.0,Lincoln,South Dakota
3781.0,Lyman,South Dakota
5586.0,McCook,South Dakota
2379.0,McPherson,South Dakota
4935.0,Marshall,South Dakota
28332.0,Meade,South Dakota
2061.0,Mellette,South Dakota
2216.0,Miner,South Dakota
193134.0,Minnehaha,South Dakota
6576.0,Moody,South Dakota
14177.0,Oglala Lakota,South Dakota
113775.0,Pennington,South Dakota
2865.0,Perkins,South Dakota
2153.0,Potter,South Dakota
10394.0,Roberts,South Dakota
2344.0,Sanborn,South Dakota
6376.0,Spink,South Dakota
3098.0,Stanley,South Dakota
1391.0,Sully,South Dakota
10177.0,Todd,South Dakota
5441.0,Tripp,South Dakota
8384.0,Turner,South Dakota
15932.0,Union,South Dakota
5435.0,Walworth,South Dakota
22814.0,Yankton,South Dakota
2756.0,Ziebach,South Dakota
76978.0,Anderson,Tennessee
49713.0,Bedford,Tennessee
16160.0,Benton,Tennessee
15064.0,Bledsoe,Tennessee
133088.0,Blount,Tennessee
108110.0,Bradley,Tennessee
39842.0,Campbell,Tennessee
14678.0,Cannon,Tennessee
27767.0,Carroll,Tennessee
56391.0,Carter,Tennessee
40667.0,Cheatham,Tennessee
17297.0,Chester,Tennessee
31959.0,Claiborne,Tennessee
7615.0,Clay,Tennessee
36004.0,Cocke,Tennessee
56520.0,Coffee,Tennessee
14230.0,Crockett,Tennessee
60520.0,Cumberland,Tennessee
694144.0,Davidson,Tennessee
11663.0,Decatur,Tennessee
20490.0,DeKalb,Tennessee
53948.0,Dickson,Tennessee
37159.0,Dyer,Tennessee
41133.0,Fayette,Tennessee
18523.0,Fentress,Tennessee
42208.0,Franklin,Tennessee
49133.0,Gibson,Tennessee
29464.0,Giles,Tennessee
23320.0,Grainger,Tennessee
69069.0,Greene,Tennessee
13427.0,Grundy,Tennessee
64934.0,Hamblen,Tennessee
367804.0,Hamilton,Tennessee
6620.0,Hancock,Tennessee
25050.0,Hardeman,Tennessee
25652.0,Hardin,Tennessee
56786.0,Hawkins,Tennessee
17304.0,Haywood,Tennessee
28117.0,Henderson,Tennessee
32345.0,Henry,Tennessee
25178.0,Hickman,Tennessee
8201.0,Houston,Tennessee
18582.0,Humphreys,Tennessee
11786.0,Jackson,Tennessee
54495.0,Jefferson,Tennessee
17788.0,Johnson,Tennessee
470313.0,Knox,Tennessee
7016.0,Lake,Tennessee
25633.0,Lauderdale,Tennessee
44142.0,Lawrence,Tennessee
12268.0,Lewis,Tennessee
34366.0,Lincoln,Tennessee
54068.0,Loudon,Tennessee
53794.0,McMinn,Tennessee
25694.0,McNairy,Tennessee
24602.0,Macon,Tennessee
97984.0,Madison,Tennessee
28907.0,Marion,Tennessee
34375.0,Marshall,Tennessee
96387.0,Maury,Tennessee
12422.0,Meigs,Tennessee
46545.0,Monroe,Tennessee
208993.0,Montgomery,Tennessee
6488.0,Moore,Tennessee
21403.0,Morgan,Tennessee
30069.0,Obion,Tennessee
22241.0,Overton,Tennessee
8076.0,Perry,Tennessee
5048.0,Pickett,Tennessee
16832.0,Polk,Tennessee
80245.0,Putnam,Tennessee
33167.0,Rhea,Tennessee
53382.0,Roane,Tennessee
71813.0,Robertson,Tennessee
332285.0,Rutherford,Tennessee
22068.0,Scott,Tennessee
15026.0,Sequatchie,Tennessee
98250.0,Sevier,Tennessee
937166.0,Shelby,Tennessee
20157.0,Smith,Tennessee
13715.0,Stewart,Tennessee
158348.0,Sullivan,Tennessee
191283.0,Sumner,Tennessee
61599.0,Tipton,Tennessee
11284.0,Trousdale,Tennessee
17883.0,Unicoi,Tennessee
19972.0,Union,Tennessee
5872.0,Van Buren,Tennessee
41277.0,Warren,Tennessee
129375.0,Washington,Tennessee
16673.0,Wayne,Tennessee
33328.0,Weakley,Tennessee
27345.0,White,Tennessee
238412.0,Williamson,Tennessee
144657.0,Wilson,Tennessee
57735.0,Anderson,Texas
18705.0,Andrews,Texas
86715.0,Angelina,Texas
23510.0,Aransas,Texas
8553.0,Archer,Texas
1887.0,Armstrong,Texas
51153.0,Atascosa,Texas
30032.0,Austin,Texas
7000.0,Bailey,Texas
23112.0,Bandera,Texas
88723.0,Bastrop,Texas
3509.0,Baylor,Texas
32565.0,Bee,Texas
362924.0,Bell,Texas
2003554.0,Bexar,Texas
11931.0,Blanco,Texas
654.0,Borden,Texas
18685.0,Bosque,Texas
93245.0,Bowie,Texas
374264.0,Brazoria,Texas
229211.0,Brazos,Texas
9203.0,Brewster,Texas
1546.0,Briscoe,Texas
7093.0,Brooks,Texas
37864.0,Brown,Texas
18443.0,Burleson,Texas
48155.0,Burnet,Texas
43664.0,Caldwell,Texas
21290.0,Calhoun,Texas
13943.0,Callahan,Texas
423163.0,Cameron,Texas
13094.0,Camp,Texas
5926.0,Carson,Texas
30026.0,Cass,Texas
7530.0,Castro,Texas
43837.0,Chambers,Texas
52646.0,Cherokee,Texas
7306.0,Childress,Texas
10471.0,Clay,Texas
2853.0,Cochran,Texas
3387.0,Coke,Texas
8175.0,Coleman,Texas
1034730.0,Collin,Texas
2920.0,Collingsworth,Texas
21493.0,Colorado,Texas
156209.0,Comal,Texas
13635.0,Comanche,Texas
2726.0,Concho,Texas
41257.0,Cooke,Texas
75951.0,Coryell,Texas
1398.0,Cottle,Texas
4797.0,Crane,Texas
3464.0,Crockett,Texas
5737.0,Crosby,Texas
2171.0,Culberson,Texas
7287.0,Dallam,Texas
2635516.0,Dallas,Texas
12728.0,Dawson,Texas
18546.0,Deaf Smith,Texas
5331.0,Delta,Texas
887207.0,Denton,Texas
20160.0,DeWitt,Texas
2211.0,Dickens,Texas
10124.0,Dimmit,Texas
3278.0,Donley,Texas
11157.0,Duval,Texas
18360.0,Eastland,Texas
166223.0,Ector,Texas
1932.0,Edwards,Texas
184826.0,Ellis,Texas
839238.0,El Paso,Texas
42698.0,Erath,Texas
17297.0,Falls,Texas
35514.0,Fannin,Texas
25346.0,Fayette,Texas
3830.0,Fisher,Texas
5712.0,Floyd,Texas
1155.0,Foard,Texas
811688.0,Fort Bend,Texas
10725.0,Franklin,Texas
19717.0,Freestone,Texas
20306.0,Frio,Texas
21492.0,Gaines,Texas
342139.0,Galveston,Texas
6229.0,Garza,Texas
26988.0,Gillespie,Texas
1409.0,Glasscock,Texas
7658.0,Goliad,Texas
20837.0,Gonzales,Texas
21886.0,Gray,Texas
136212.0,Grayson,Texas
123945.0,Gregg,Texas
28880.0,Grimes,Texas
166847.0,Guadalupe,Texas
33406.0,Hale,Texas
2964.0,Hall,Texas
8461.0,Hamilton,Texas
5399.0,Hansford,Texas
3933.0,Hardeman,Texas
57602.0,Hardin,Texas
4713325.0,Harris,Texas
66553.0,Harrison,Texas
5576.0,Hartley,Texas
5658.0,Haskell,Texas
230191.0,Hays,Texas
3819.0,Hemphill,Texas
82737.0,Henderson,Texas
868707.0,Hidalgo,Texas
36649.0,Hill,Texas
23021.0,Hockley,Texas
61643.0,Hood,Texas
37084.0,Hopkins,Texas
22968.0,Houston,Texas
36664.0,Howard,Texas
4886.0,Hudspeth,Texas
98594.0,Hunt,Texas
20938.0,Hutchinson,Texas
1536.0,Irion,Texas
8935.0,Jack,Texas
14760.0,Jackson,Texas
35529.0,Jasper,Texas
2274.0,Jeff Davis,Texas
251565.0,Jefferson,Texas
5200.0,Jim Hogg,Texas
40482.0,Jim Wells,Texas
175817.0,Johnson,Texas
20083.0,Jones,Texas
15601.0,Karnes,Texas
136154.0,Kaufman,Texas
47431.0,Kendall,Texas
404.0,Kenedy,Texas
762.0,Kent,Texas
52600.0,Kerr,Texas
4337.0,Kimble,Texas
272.0,King,Texas
3667.0,Kinney,Texas
30680.0,Kleberg,Texas
3664.0,Knox,Texas
49859.0,Lamar,Texas
12893.0,Lamb,Texas
21428.0,Lampasas,Texas
7520.0,La Salle,Texas
20154.0,Lavaca,Texas
17239.0,Lee,Texas
17404.0,Leon,Texas
88219.0,Liberty,Texas
23437.0,Limestone,Texas
3233.0,Lipscomb,Texas
12207.0,Live Oak,Texas
21795.0,Llano,Texas
169.0,Loving,Texas
310569.0,Lubbock,Texas
5951.0,Lynn,Texas
7984.0,McCulloch,Texas
256623.0,McLennan,Texas
743.0,McMullen,Texas
14284.0,Madison,Texas
9854.0,Marion,Texas
5771.0,Martin,Texas
4274.0,Mason,Texas
36643.0,Matagorda,Texas
58722.0,Maverick,Texas
51584.0,Medina,Texas
2138.0,Menard,Texas
176832.0,Midland,Texas
24823.0,Milam,Texas
4873.0,Mills,Texas
8545.0,Mitchell,Texas
19818.0,Montague,Texas
607391.0,Montgomery,Texas
20940.0,Moore,Texas
12388.0,Morris,Texas
1200.0,Motley,Texas
65204.0,Nacogdoches,Texas
50113.0,Navarro,Texas
13595.0,Newton,Texas
14714.0,Nolan,Texas
362294.0,Nueces,Texas
9836.0,Ochiltree,Texas
2112.0,Oldham,Texas
83396.0,Orange,Texas
29189.0,Palo Pinto,Texas
23194.0,Panola,Texas
142878.0,Parker,Texas
9605.0,Parmer,Texas
15823.0,Pecos,Texas
51353.0,Polk,Texas
117415.0,Potter,Texas
6704.0,Presidio,Texas
12514.0,Rains,Texas
137713.0,Randall,Texas
3849.0,Reagan,Texas
3452.0,Real,Texas
12023.0,Red River,Texas
15976.0,Reeves,Texas
6948.0,Refugio,Texas
854.0,Roberts,Texas
17074.0,Robertson,Texas
104915.0,Rockwall,Texas
10264.0,Runnels,Texas
54406.0,Rusk,Texas
10542.0,Sabine,Texas
8237.0,San Augustine,Texas
28859.0,San Jacinto,Texas
66730.0,San Patricio,Texas
6055.0,San Saba,Texas
2793.0,Schleicher,Texas
16703.0,Scurry,Texas
3265.0,Shackelford,Texas
25274.0,Shelby,Texas
3022.0,Sherman,Texas
232751.0,Smith,Texas
9128.0,Somervell,Texas
64633.0,Starr,Texas
9366.0,Stephens,Texas
1291.0,Sterling,Texas
1350.0,Stonewall,Texas
3776.0,Sutton,Texas
7397.0,Swisher,Texas
2102515.0,Tarrant,Texas
138034.0,Taylor,Texas
776.0,Terrell,Texas
12337.0,Terry,Texas
1501.0,Throckmorton,Texas
32750.0,Titus,Texas
119200.0,Tom Green,Texas
1273954.0,Travis,Texas
14651.0,Trinity,Texas
21672.0,Tyler,Texas
41753.0,Upshur,Texas
3657.0,Upton,Texas
26741.0,Uvalde,Texas
49025.0,Val Verde,Texas
56590.0,Van Zandt,Texas
92084.0,Victoria,Texas
72971.0,Walker,Texas
55246.0,Waller,Texas
11998.0,Ward,Texas
35882.0,Washington,Texas
276652.0,Webb,Texas
41556.0,Wharton,Texas
5056.0,Wheeler,Texas
132230.0,Wichita,Texas
12769.0,Wilbarger,Texas
21358.0,Willacy,Texas
590551.0,Williamson,Texas
51070.0,Wilson,Texas
8010.0,Winkler,Texas
69984.0,Wise,Texas
45539.0,Wood,Texas
8713.0,Yoakum,Texas
18010.0,Young,Texas
14179.0,Zapata,Texas
11840.0,Zavala,Texas
6710.0,Beaver,Utah
56046.0,Box Elder,Utah
128289.0,Cache,Utah
20463.0,Carbon,Utah
950.0,Daggett,Utah
355481.0,Davis,Utah
19938.0,Duchesne,Utah
10012.0,Emery,Utah
5051.0,Garfield,Utah
9754.0,Grand,Utah
54839.0,Iron,Utah
12017.0,Juab,Utah
7886.0,Kane,Utah
13188.0,Millard,Utah
12124.0,Morgan,Utah
1479.0,Piute,Utah
2483.0,Rich,Utah
1160437.0,Salt Lake,Utah
15308.0,San Juan,Utah
30939.0,Sanpete,Utah
21620.0,Sevier,Utah
42145.0,Summit,Utah
72259.0,Tooele,Utah
35734.0,Uintah,Utah
636235.0,Utah,Utah
34091.0,Wasatch,Utah
177556.0,Washington,Utah
2711.0,Wayne,Utah
260213.0,Weber,Utah
36777.0,Addison,Vermont
35470.0,Bennington,Vermont
29993.0,Caledonia,Vermont
163774.0,Chittenden,Vermont
6163.0,Essex,Vermont
49402.0,Franklin,Vermont
7235.0,Grand Isle,Vermont
25362.0,Lamoille,Vermont
28892.0,Orange,Vermont
27037.0,Orleans,Vermont
58191.0,Rutland,Vermont
58409.0,Washington,Vermont
42222.0,Windham,Vermont
55062.0,Windsor,Vermont
32316.0,Accomack,Virginia
109330.0,Albemarle,Virginia
14860.0,Alleghany,Virginia
13145.0,Amelia,Virginia
31605.0,Amherst,Virginia
15911.0,Appomattox,Virginia
236842.0,Arlington,Virginia
75558.0,Augusta,Virginia
4147.0,Bath,Virginia
78997.0,Bedford,Virginia
6280.0,Bland,Virginia
33419.0,Botetourt,Virginia
16231.0,Brunswick,Virginia
21004.0,Buchanan,Virginia
17148.0,Buckingham,Virginia
54885.0,Campbell,Virginia
30725.0,Caroline,Virginia
29791.0,Carroll,Virginia
6963.0,Charles City,Virginia
11880.0,Charlotte,Virginia
352802.0,Chesterfield,Virginia
14619.0,Clarke,Virginia
5131.0,Craig,Virginia
52605.0,Culpeper,Virginia
9932.0,Cumberland,Virginia
14318.0,Dickenson,Virginia
28544.0,Dinwiddie,Virginia
10953.0,Essex,Virginia
1147532.0,Fairfax,Virginia
71222.0,Fauquier,Virginia
15749.0,Floyd,Virginia
27270.0,Fluvanna,Virginia
56042.0,Franklin,Virginia
89313.0,Frederick,Virginia
16720.0,Giles,Virginia
37348.0,Gloucester,Virginia
23753.0,Goochland,Virginia
15550.0,Grayson,Virginia
19819.0,Greene,Virginia
11336.0,Greensville,Virginia
33911.0,Halifax,Virginia
107766.0,Hanover,Virginia
330818.0,Henrico,Virginia
50557.0,Henry,Virginia
2190.0,Highland,Virginia
37109.0,Isle of Wight,Virginia
76523.0,James City,Virginia
7025.0,King and Queen,Virginia
26836.0,King George,Virginia
17148.0,King William,Virginia
10603.0,Lancaster,Virginia
23423.0,Lee,Virginia
413538.0,Loudoun,Virginia
37591.0,Louisa,Virginia
12196.0,Lunenburg,Virginia
13261.0,Madison,Virginia
8834.0,Mathews,Virginia
30587.0,Mecklenburg,Virginia
10582.0,Middlesex,Virginia
98535.0,Montgomery,Virginia
14930.0,Nelson,Virginia
23091.0,New Kent,Virginia
11710.0,Northampton,Virginia
12095.0,Northumberland,Virginia
15232.0,Nottoway,Virginia
37051.0,Orange,Virginia
23902.0,Page,Virginia
17608.0,Patrick,Virginia
60354.0,Pittsylvania,Virginia
29652.0,Powhatan,Virginia
22802.0,Prince Edward,Virginia
38353.0,Prince George,Virginia
470335.0,Prince William,Virginia
34027.0,Pulaski,Virginia
7370.0,Rappahannock,Virginia
9023.0,Richmond,Virginia
94186.0,Roanoke,Virginia
22573.0,Rockbridge,Virginia
81948.0,Rockingham,Virginia
26586.0,Russell,Virginia
21566.0,Scott,Virginia
43616.0,Shenandoah,Virginia
30104.0,Smyth,Virginia
17631.0,Southampton,Virginia
136215.0,Spotsylvania,Virginia
152882.0,Stafford,Virginia
6422.0,Surry,Virginia
11159.0,Sussex,Virginia
40595.0,Tazewell,Virginia
40164.0,Warren,Virginia
53740.0,Washington,Virginia
18015.0,Westmoreland,Virginia
37383.0,Wise,Virginia
28684.0,Wythe,Virginia
68280.0,York,Virginia
19983.0,Adams,Washington
22582.0,Asotin,Washington
204390.0,Benton,Washington
77200.0,Chelan,Washington
77331.0,Clallam,Washington
488241.0,Clark,Washington
3985.0,Columbia,Washington
110593.0,Cowlitz,Washington
43429.0,Douglas,Washington
7627.0,Ferry,Washington
95222.0,Franklin,Washington
2225.0,Garfield,Washington
97733.0,Grant,Washington
75061.0,Grays Harbor,Washington
85141.0,Island,Washington
32221.0,Jefferson,Washington
2252782.0,King,Washington
271473.0,Kitsap,Washington
47935.0,Kittitas,Washington
22425.0,Klickitat,Washington
80707.0,Lewis,Washington
10939.0,Lincoln,Washington
66768.0,Mason,Washington
42243.0,Okanogan,Washington
22471.0,Pacific,Washington
13724.0,Pend Oreille,Washington
904980.0,Pierce,Washington
17582.0,San Juan,Washington
129205.0,Skagit,Washington
12083.0,Skamania,Washington
822083.0,Snohomish,Washington
522798.0,Spokane,Washington
45723.0,Stevens,Washington
290536.0,Thurston,Washington
4488.0,Wahkiakum,Washington
60760.0,Walla Walla,Washington
229247.0,Whatcom,Washington
50104.0,Whitman,Washington
250873.0,Yakima,Washington
16441.0,Barbour,West Virginia
119171.0,Berkeley,West Virginia
21457.0,Boone,West Virginia
13957.0,Braxton,West Virginia
21939.0,Brooke,West Virginia
91945.0,Cabell,West Virginia
7109.0,Calhoun,West Virginia
8508.0,Clay,West Virginia
8448.0,Doddridge,West Virginia
42406.0,Fayette,West Virginia
7823.0,Gilmer,West Virginia
11568.0,Grant,West Virginia
34662.0,Greenbrier,West Virginia
23175.0,Hampshire,West Virginia
28810.0,Hancock,West Virginia
13776.0,Hardy,West Virginia
67256.0,Harrison,West Virginia
28576.0,Jackson,West Virginia
57146.0,Jefferson,West Virginia
178124.0,Kanawha,West Virginia
15907.0,Lewis,West Virginia
20409.0,Lincoln,West Virginia
32019.0,Logan,West Virginia
17624.0,McDowell,West Virginia
56072.0,Marion,West Virginia
30531.0,Marshall,West Virginia
26516.0,Mason,West Virginia
58758.0,Mercer,West Virginia
26868.0,Mineral,West Virginia
23424.0,Mingo,West Virginia
105612.0,Monongalia,West Virginia
13275.0,Monroe,West Virginia
17884.0,Morgan,West Virginia
24496.0,Nicholas,West Virginia
41411.0,Ohio,West Virginia
6969.0,Pendleton,West Virginia
7460.0,Pleasants,West Virginia
8247.0,Pocahontas,West Virginia
33432.0,Preston,West Virginia
56450.0,Putnam,West Virginia
73361.0,Raleigh,West Virginia
28695.0,Randolph,West Virginia
9554.0,Ritchie,West Virginia
13688.0,Roane,West Virginia
12573.0,Summers,West Virginia
16695.0,Taylor,West Virginia
6839.0,Tucker,West Virginia
8591.0,Tyler,West Virginia
24176.0,Upshur,West Virginia
39402.0,Wayne,West Virginia
8114.0,Webster,West Virginia
15065.0,Wetzel,West Virginia
5821.0,Wirt,West Virginia
83518.0,Wood,West Virginia
20394.0,Wyoming,West Virginia
20220.0,Adams,Wisconsin
15562.0,Ashland,Wisconsin
45244.0,Barron,Wisconsin
15036.0,Bayfield,Wisconsin
264542.0,Brown,Wisconsin
13031.0,Buffalo,Wisconsin
15414.0,Burnett,Wisconsin
50089.0,Calumet,Wisconsin
64658.0,Chippewa,Wisconsin
34774.0,Clark,Wisconsin
57532.0,Columbia,Wisconsin
16131.0,Crawford,Wisconsin
546695.0,Dane,Wisconsin
87839.0,Dodge,Wisconsin
27668.0,Door,Wisconsin
43150.0,Douglas,Wisconsin
45368.0,Dunn,Wisconsin
104646.0,Eau Claire,Wisconsin
4295.0,Florence,Wisconsin
103403.0,Fond du Lac,Wisconsin
9004.0,Forest,Wisconsin
51439.0,Grant,Wisconsin
36960.0,Green,Wisconsin
18913.0,Green Lake,Wisconsin
23678.0,Iowa,Wisconsin
5687.0,Iron,Wisconsin
20643.0,Jackson,Wisconsin
84769.0,Jefferson,Wisconsin
26687.0,Juneau,Wisconsin
169561.0,Kenosha,Wisconsin
20434.0,Kewaunee,Wisconsin
118016.0,La Crosse,Wisconsin
16665.0,Lafayette,Wisconsin
19189.0,Langlade,Wisconsin
27593.0,Lincoln,Wisconsin
78981.0,Manitowoc,Wisconsin
135692.0,Marathon,Wisconsin
40350.0,Marinette,Wisconsin
15574.0,Marquette,Wisconsin
4556.0,Menominee,Wisconsin
945726.0,Milwaukee,Wisconsin
46253.0,Monroe,Wisconsin
37930.0,Oconto,Wisconsin
35595.0,Oneida,Wisconsin
187885.0,Outagamie,Wisconsin
89221.0,Ozaukee,Wisconsin
7287.0,Pepin,Wisconsin
42754.0,Pierce,Wisconsin
43783.0,Polk,Wisconsin
70772.0,Portage,Wisconsin
13351.0,Price,Wisconsin
196311.0,Racine,Wisconsin
17252.0,Richland,Wisconsin
163354.0,Rock,Wisconsin
14178.0,Rusk,Wisconsin
90687.0,St Croix,Wisconsin
64442.0,Sauk,Wisconsin
16558.0,Sawyer,Wisconsin
40899.0,Shawano,Wisconsin
115340.0,Sheboygan,Wisconsin
20343.0,Taylor,Wisconsin
29649.0,Trempealeau,Wisconsin
30822.0,Vernon,Wisconsin
22195.0,Vilas,Wisconsin
103868.0,Walworth,Wisconsin
15720.0,Washburn,Wisconsin
136034.0,Washington,Wisconsin
404198.0,Waukesha,Wisconsin
50990.0,Waupaca,Wisconsin
24443.0,Waushara,Wisconsin
171907.0,Winnebago,Wisconsin
72999.0,Wood,Wisconsin
38880.0,Albany,Wyoming
11790.0,Big Horn,Wyoming
46341.0,Campbell,Wyoming
14800.0,Carbon,Wyoming
13822.0,Converse,Wyoming
7584.0,Crook,Wyoming
39261.0,Fremont,Wyoming
13211.0,Goshen,Wyoming
4413.0,Hot Springs,Wyoming
8445.0,Johnson,Wyoming
99500.0,Laramie,Wyoming
19830.0,Lincoln,Wyoming
79858.0,Natrona,Wyoming
2356.0,Niobrara,Wyoming
29194.0,Park,Wyoming
8393.0,Platte,Wyoming
30485.0,Sheridan,Wyoming
9831.0,Sublette,Wyoming
42343.0,Sweetwater,Wyoming
23464.0,Teton,Wyoming
20226.0,Uinta,Wyoming
7805.0,Washakie,Wyoming
6927.0,Weston,Wyoming
